p300_mean_amp,p300_peak_amp,theta_power,alpha_power,beta_power,warunek,uuid,wiek,plec
741.5378052563958,15513.0,1.2442474997008248,0.5370110189210775,0.1703909009912884,Prawda,02F6BC66,22,M
741.6568814088533,15678.0,1.5164306487373402,0.2477703373750331,0.16858563571268503,Prawda,02F6BC66,22,M
754.6550717871751,16170.0,3.676495920469749,1.2114989986855682,0.2380283666230022,Prawda,02F6BC66,22,M
787.2601345777814,16445.0,0.5685418177700569,0.4059248408040768,0.17177206590092697,Prawda,02F6BC66,22,M
817.1023692782754,16956.0,1.3994572975307822,0.4045645967429816,0.14961186285219336,Prawda,02F6BC66,22,M
811.4764392534153,17190.0,0.93138002402152,0.34983482470753674,0.1320261770306105,Prawda,02F6BC66,22,M
842.2975357695176,17631.0,0.6388511263192407,0.43014303670109605,0.118931400317635,Prawda,02F6BC66,22,M
843.6977533250367,17789.0,0.8295678110947563,0.29243803931342754,0.15138684846987024,Prawda,02F6BC66,22,M
864.1777192712467,18285.0,0.7707730079349077,0.31318663754105713,0.17544107548296392,Prawda,02F6BC66,22,M
869.3825067319841,18447.0,1.157655490333855,0.17553145399590886,0.09283347011592341,Prawda,02F6BC66,22,M
900.7887141549743,18881.0,0.8386221284553258,0.5253928126434285,0.13641656942898978,Prawda,02F6BC66,22,M
889.5542605347216,19031.0,4.729202311956795,0.28514418085670623,0.1647549141093546,Prawda,02F6BC66,22,M
928.8531560430351,19493.0,1.3236275733682943,0.422672830451281,0.15774060621692715,Prawda,02F6BC66,22,M
923.2866320166969,19684.0,2.4077797682134405,0.6337494028921667,0.15538393207497048,Prawda,02F6BC66,22,M
960.090906412981,20143.0,0.5649202161115163,0.4275114470487003,0.18272615446548843,Prawda,02F6BC66,22,M
966.2447959004364,20395.0,0.4524038054528639,0.3662217604029187,0.13048729821550065,Prawda,02F6BC66,22,M
1001.3065398079456,20851.0,0.7619786965386681,0.4842859997368232,0.1484760269978992,Prawda,02F6BC66,22,M
987.7681952344229,21055.0,4.69243550207265,0.45539604571593567,0.16074315785262375,Prawda,02F6BC66,22,M
1027.872568112826,21551.0,0.6856895778286142,1.0341974577719433,0.1710106649384718,Prawda,02F6BC66,22,M
1034.7789163472885,21738.0,0.7936385142275656,0.4763516336305582,0.11773173977739138,Prawda,02F6BC66,22,M
1051.1903338157676,22192.0,1.4120567136528668,0.5176104313581832,0.16571817113839402,Prawda,02F6BC66,22,M
1069.0726225425256,22383.0,0.9009728643847219,0.2929848538791368,0.10873451818561514,Prawda,02F6BC66,22,M
1100.2237747774886,22900.0,1.866097026074934,0.4465870626323337,0.10103860739091323,Prawda,02F6BC66,22,M
1091.312252728585,23146.0,0.9187041824974528,0.4727495942029782,0.16012088873736965,Prawda,02F6BC66,22,M
1118.9055633049516,23615.0,1.0067933184384563,0.3701170528796459,0.12847061005878407,Prawda,02F6BC66,22,M
1136.1947262872957,23805.0,0.4858420744538979,0.4265367091862153,0.14448757806396922,Prawda,02F6BC66,22,M
1160.9465901097813,24296.0,1.0789137293827622,0.6037880856485001,0.14181638022467197,Prawda,02F6BC66,22,M
1153.848903993985,24446.0,0.607270702408008,0.23467312788090944,0.16396026900613864,Prawda,02F6BC66,22,M
1185.0737343080118,24941.0,1.9233213397638171,0.92967696245139,0.20836685246765826,Prawda,02F6BC66,22,M
1184.622863962645,25125.0,0.5739871217967047,0.34645266903829475,0.16773671074168428,Prawda,02F6BC66,22,M
1247.3528852195489,25595.0,1.2575778767234065,0.5987359674321058,0.20396666452221737,Prawda,02F6BC66,22,M
1211.6311065603766,25814.0,1.1725805823337079,0.5438822722230521,0.21130453815558423,Prawda,02F6BC66,22,M
1255.0178849086687,26317.0,1.4288300306543416,0.3666220696551686,0.17537081419197076,Prawda,02F6BC66,22,M
1268.8237688445508,26525.0,0.9305661332692774,0.386759153415421,0.10260111830863025,Prawda,02F6BC66,22,M
1287.0514715094162,27024.0,1.440802097085951,0.5964877325799565,0.16636083426287498,Prawda,02F6BC66,22,M
1292.9803405990483,27211.0,0.718184390533181,0.25267509156919304,0.13866578171527777,Prawda,02F6BC66,22,M
1313.3200046461402,27726.0,1.2130951242186776,0.9077276180066566,0.13871579843190748,Prawda,02F6BC66,22,M
1329.0263639480074,27883.0,5.201611619432122,0.7292546010138268,0.15105419996315905,Prawda,02F6BC66,22,M
1376.3890480836094,28351.0,11.53140495898641,0.9499266965689106,0.2234435623393847,Prawda,02F6BC66,22,M
1350.8377001423396,28513.0,1.236273658734817,0.8519149486754684,0.2019714239137955,Prawda,02F6BC66,22,M
1379.4992606081257,29023.0,0.7790421922875059,0.3978785568214134,0.14018601468631506,Prawda,02F6BC66,22,M
1373.5453362397498,29157.0,7.9626932650800315,1.593217071177484,0.39494002761229746,Prawda,02F6BC66,22,M
1408.4427240452362,29658.0,0.8715484676536751,0.7049268335640719,0.12269782968095368,Prawda,02F6BC66,22,M
1420.7248148247786,29810.0,0.9361012108541066,0.5802832158369955,0.10720272942021596,Prawda,02F6BC66,22,M
1446.885452044611,30326.0,1.1768560369538474,0.2156532780067552,0.11419183005687183,Prawda,02F6BC66,22,M
1445.1596312327526,30465.0,1.3275157129048283,0.3381453991235391,0.19120176084554222,Prawda,02F6BC66,22,M
1483.7022191198896,30965.0,1.2515488687347212,0.4161842521467636,0.1279239432369597,Prawda,02F6BC66,22,M
1467.9704218119487,31094.0,1.1588633575088103,0.36288513322195004,0.1454586288669516,Prawda,02F6BC66,22,M
1503.078273700043,31583.0,2.659210204691261,0.5381709066704241,0.24565782455981358,Prawda,02F6BC66,22,M
1501.814457927105,31762.0,0.4584532982409921,0.45752665918771473,0.14385100096467202,Prawda,02F6BC66,22,M
1542.0283171195185,32240.0,0.6770755513218656,0.303633036083129,0.13190621447262335,Prawda,02F6BC66,22,M
1544.538082433747,32426.0,0.742499862614346,0.4775612371459831,0.13947811865084753,Prawda,02F6BC66,22,M
1562.3927477577547,32905.0,0.9212502422645317,0.30451793250461356,0.12921633963834192,Prawda,02F6BC66,22,M
1564.0497347461726,33060.0,3.4201913954800798,0.3714196093257338,0.10977673826673723,Prawda,02F6BC66,22,M
1600.9803472270742,33518.0,1.0016397763025005,0.31493199051586734,0.12111398612153063,Prawda,02F6BC66,22,M
1599.4069597149644,33665.0,0.7427142634165429,0.37370650197060185,0.11847320699740628,Prawda,02F6BC66,22,M
1622.0373281096704,34159.0,1.2975653891325272,1.003740426243778,0.1472288621673291,Prawda,02F6BC66,22,M
1636.0551116634892,34353.0,1.0236128141871321,0.7520718282256513,0.1276086361681617,Prawda,02F6BC66,22,M
1658.864688062986,34825.0,0.6129621298648782,0.3186232969289733,0.1525328593215619,Prawda,02F6BC66,22,M
1653.5657902368998,34992.0,0.6565704186603099,0.466667335969827,0.11125704755468228,Prawda,02F6BC66,22,M
1686.8045717475047,35473.0,0.8580388850707994,0.4705393532772393,0.13595479242848532,Prawda,02F6BC66,22,M
1697.5582869224777,35643.0,0.6397032419667947,0.27736044716091246,0.14829664093629694,Prawda,02F6BC66,22,M
1721.0300403366807,36118.0,0.6228749869684334,0.26037114383551085,0.1433262286357072,Prawda,02F6BC66,22,M
1723.0259026581673,36310.0,5.9776917980729385,0.330611286893729,0.15964143858988628,Prawda,02F6BC66,22,M
1761.6060328684455,36795.0,1.2571453997320572,0.6038162127897915,0.15288193375326375,Prawda,02F6BC66,22,M
1767.0479026330422,37060.0,1.1471242226896217,0.3433691852227615,0.14458605085805407,Prawda,02F6BC66,22,M
1795.4248409057452,37552.0,1.7345095196715918,0.44221238781207356,0.10282534435885471,Prawda,02F6BC66,22,M
1785.3361079977276,37734.0,4.425042306489274,0.46366814991310445,0.1507858482586753,Prawda,02F6BC66,22,M
1824.2227599362861,38245.0,0.9849056218693798,0.38437202382412394,0.1399501415243868,Prawda,02F6BC66,22,M
1825.1812186579132,38412.0,0.9421462529926931,0.38507077788277866,0.1319467386494357,Prawda,02F6BC66,22,M
1849.6596239084736,38872.0,1.139050223445639,0.5927342472833667,0.16151017337315426,Prawda,02F6BC66,22,M
1871.3192781739451,39285.0,0.8446401334664586,0.5425213665515509,0.11767817696045382,Prawda,02F6BC66,22,M
1902.9713337247483,39821.0,0.984663759815038,0.5864994273911889,0.122015953165663,Prawda,02F6BC66,22,M
1896.353758600914,39978.0,1.0345990986250975,0.2789866689834858,0.11030151392910277,Prawda,02F6BC66,22,M
1921.4830262257194,40462.0,0.917499287821494,0.3307242706732662,0.10375785646426285,Prawda,02F6BC66,22,M
1932.7550251511693,40632.0,0.7712743374812763,0.39168953524695616,0.17706461437106835,Prawda,02F6BC66,22,M
1950.8314596754187,41093.0,1.0049529960664603,0.5903606067493705,0.13256786629651263,Prawda,02F6BC66,22,M
1965.1575943131186,41283.0,0.5661439758715933,0.5817742969461324,0.177404139969653,Prawda,02F6BC66,22,M
1996.8957333198568,41825.0,1.6840938390419238,0.8387359307446365,0.1512012948377178,Prawda,02F6BC66,22,M
1997.448521067893,42140.0,1.0077412438787081,0.34747672999175727,0.19461533189266098,Prawda,02F6BC66,22,M
2033.3702544619448,42619.0,1.474371533193678,0.339900050024822,0.12397139058051224,Prawda,02F6BC66,22,M
2032.9062455768544,42771.0,0.7295099131389305,0.44268824517390154,0.13562110292278415,Prawda,02F6BC66,22,M
2064.720479452322,43242.0,7.012325802533816,0.8545280114408313,0.1695390469800773,Prawda,02F6BC66,22,M
2073.931132450202,43436.0,0.7373909642559255,0.44816360588836857,0.15607814167189693,Prawda,02F6BC66,22,M
2088.701321159898,43923.0,5.922805146908846,0.6653341610548245,0.15767312564722596,Prawda,02F6BC66,22,M
2105.151146975444,44106.0,47.89398086387628,6.518301923325898,0.41564970680370705,Prawda,02F6BC66,22,M
2100.580422504746,44595.0,1.7955831428074733,0.3670692569511076,0.20520085054917908,Prawda,02F6BC66,22,M
2138.013668826718,44790.0,2.162275606447187,0.49246703551424975,0.16151760076347743,Prawda,02F6BC66,22,M
2150.5029678726164,45310.0,1.0914663168678482,0.597940865077315,0.21067500251351293,Prawda,02F6BC66,22,M
2168.6055044741956,45598.0,1.1595659211285605,1.1497198546411334,0.135614577430132,Prawda,02F6BC66,22,M
2190.946296828213,46105.0,0.9423373485091331,0.46309626512668217,0.09178081139828728,Prawda,02F6BC66,22,M
2199.5914056755096,46246.0,0.8020638141103877,0.24680635228121944,0.09183875637112952,Prawda,02F6BC66,22,M
2226.195561353016,46762.0,1.0204756589569308,1.2944249237212226,0.1406304362328197,Prawda,02F6BC66,22,M
2222.1718211661655,46912.0,9.63782690677309,1.682980639524178,0.48238183996246814,Prawda,02F6BC66,22,M
2260.247856211562,47406.0,1.0968424236282024,0.43385119671431327,0.10858828145642889,Prawda,02F6BC66,22,M
2253.751555235213,47547.0,0.43092412590668105,0.22619880580740695,0.11987425319517137,Prawda,02F6BC66,22,M
2288.928197763759,48022.0,1.3536361160481207,0.2059545771148896,0.21832619203541848,Prawda,02F6BC66,22,M
2296.017577656258,48201.0,0.6060282167297408,0.2738036279486153,0.09067423188467671,Prawda,02F6BC66,22,M
2320.605750545777,48674.0,2.9390443023449375,0.41788573840015614,0.14938891880464794,Prawda,02F6BC66,22,M
2309.802986591866,48850.0,1.6024797670784539,0.30527525329758654,0.12697295414691992,Prawda,02F6BC66,22,M
2351.2324120265,49358.0,1.152000264951639,0.7086080860623681,0.1297717170791585,Prawda,02F6BC66,22,M
2361.5721680649317,49500.0,0.8573451112590399,0.36800751731322456,0.16353243787963337,Prawda,02F6BC66,22,M
2374.3892036464404,50008.0,0.8566645506991075,0.7974054227630051,0.18749786814340255,Prawda,02F6BC66,22,M
2374.317534611952,50154.0,6.843887453473256,0.6902471666590075,0.1434762609567094,Prawda,02F6BC66,22,M
2413.295069711506,50661.0,4.001415224615996,0.9401416057604202,0.14850975724245494,Prawda,02F6BC66,22,M
2432.095274519642,50909.0,0.6551288380332503,0.2513557283697205,0.13225315428529866,Prawda,02F6BC66,22,M
2454.91012953345,51423.0,1.5593779469831546,0.35717289636872007,0.1573998542011551,Prawda,02F6BC66,22,M
2462.0543752752747,51709.0,0.8684761355293964,0.41689209653343573,0.12026872034551762,Prawda,02F6BC66,22,M
2487.246466889702,52254.0,1.8407940870121413,0.5372445990717929,0.1157422691816757,Prawda,02F6BC66,22,M
2479.382924824109,52391.0,5.823630129849023,0.5731767385121077,0.1333580024275449,Prawda,02F6BC66,22,M
2528.5392771303245,52910.0,0.8532459262721172,0.35372787366261094,0.0803462999191551,Prawda,02F6BC66,22,M
2511.97660712023,53079.0,0.6697733796632077,0.20548664212990317,0.17871904160302043,Prawda,02F6BC66,22,M
2552.3607005315284,53552.0,1.208168214861123,0.30780123060286024,0.16433404867390125,Prawda,02F6BC66,22,M
2552.2738137153588,53874.0,3.9284935824610736,0.3558732194334898,0.1472650705006571,Prawda,02F6BC66,22,M
2579.299547239006,54368.0,1.2774526665307224,0.7434333731110632,0.12535502509347518,Prawda,02F6BC66,22,M
2603.558386592336,54480.0,1.8284742350258083,0.5044021164581618,0.1361373244557674,Prawda,02F6BC66,22,M
2620.3532013001545,55007.0,1.6426297475440137,0.3271075504577418,0.10080585816813827,Prawda,02F6BC66,22,M
2628.5777850053514,55182.0,1.0275506033204456,0.2565218830374625,0.12699058676416033,Prawda,02F6BC66,22,M
2650.828031476021,55687.0,5.399329560731335,1.639557079542851,0.1359537101181882,Prawda,02F6BC66,22,M
2665.342164150588,55963.0,0.848915852282343,0.5947896782706187,0.16171333980817104,Prawda,02F6BC66,22,M
2687.475597269906,56481.0,1.3673114713058145,0.5716657630522959,0.12186292699675406,Prawda,02F6BC66,22,M
2680.6683874042997,56688.0,3.2918784082788637,0.5948990739076919,0.18737780661173772,Prawda,02F6BC66,22,M
2719.9348624416725,57213.0,1.5588538851695104,0.9310789158399494,0.1224893188783891,Prawda,02F6BC66,22,M
2732.5415195107757,57354.0,0.552804325886648,0.35955488452945633,0.1302685141220436,Prawda,02F6BC66,22,M
2754.9363559447925,57875.0,0.9001880381044363,0.35370050265358693,0.12548801608181373,Prawda,02F6BC66,22,M
2756.5483140912306,58082.0,0.865852337898688,0.8043932700479209,0.17539792811224658,Prawda,02F6BC66,22,M
2791.395480574476,58534.0,1.0215572270594706,0.5384659312873954,0.16254523808128343,Prawda,02F6BC66,22,M
2800.854587095412,58803.0,0.8955489500344386,0.4323850361766374,0.11625709381268237,Prawda,02F6BC66,22,M
2826.7414403617367,59309.0,1.1415426109171978,0.5033112277232938,0.17756629450366304,Prawda,02F6BC66,22,M
2821.977968715929,59474.0,6.131214306735757,1.1187102020470368,0.15939570931328337,Prawda,02F6BC66,22,M
2856.2626688730675,59964.0,1.576292902809692,0.5914522413368053,0.1141898781488781,Prawda,02F6BC66,22,M
2853.9103500320134,60143.0,0.868573024696834,0.5340341088083105,0.08814749374470232,Prawda,02F6BC66,22,M
2880.7730231835158,60625.0,0.7458934137491205,0.407662744057114,0.12346481271995449,Prawda,02F6BC66,22,M
2892.2415850738935,60793.0,1.1289470489541493,0.43185181813460505,0.1332822455578354,Prawda,02F6BC66,22,M
2913.777945940108,61263.0,1.4598250939664688,1.2222996691680938,0.18341545528216158,Prawda,02F6BC66,22,M
2918.467282086082,61445.0,0.9328431688484861,0.6960902433571918,0.12236135679301999,Prawda,02F6BC66,22,M
2954.8720178264857,61986.0,1.5440808142834999,0.8301360220645817,0.14685610346688138,Prawda,02F6BC66,22,M
2972.171275384951,62207.0,0.5784987164505087,0.5461026881809754,0.169411787600765,Prawda,02F6BC66,22,M
2983.3192702369906,62754.0,0.5749811939547531,0.35945787516425043,0.15261236956404425,Prawda,02F6BC66,22,M
2987.27344115487,62934.0,2.3661188229266115,0.4966624834965317,0.16298615104852107,Prawda,02F6BC66,22,M
3018.656704906751,63379.0,0.6620873855065565,0.1819778494771419,0.11561883372540398,Prawda,02F6BC66,22,M
3026.7539878408606,63600.0,0.5992465368386408,0.4699125348421903,0.11855388489931033,Prawda,02F6BC66,22,M
3051.675292058401,64062.0,1.1616075306563696,1.0855136193275225,0.15383266361263281,Prawda,02F6BC66,22,M
3061.8162435507425,64417.0,0.5324769562674907,0.2866628708779847,0.15889542518436692,Prawda,02F6BC66,22,M
3094.8659216061433,64935.0,0.5442295036879145,0.46980622919729653,0.12155196810754904,Prawda,02F6BC66,22,M
3101.517247173671,65118.0,2.6826837186129016,1.3066015114593843,0.3089828990129301,Prawda,02F6BC66,22,M
3122.142269847476,65650.0,0.9173187205565163,0.7907644847321087,0.15162658864634626,Prawda,02F6BC66,22,M
3128.6756615224094,65895.0,0.9696566237840638,0.38998229278537794,0.1264394189240955,Prawda,02F6BC66,22,M
3158.3871769193306,66370.0,1.9636685799437086,0.7421765808397742,0.2021981393860205,Prawda,02F6BC66,22,M
3161.59808290393,66570.0,6.7189245145055665,0.8552320881712296,0.18024548826786355,Prawda,02F6BC66,22,M
3191.2690894244074,67037.0,1.5213670162771056,0.6900571717233936,0.16507537099888525,Prawda,02F6BC66,22,M
3195.844247756998,67216.0,2.4945635568909563,0.6608796031207866,0.16092941249667994,Prawda,02F6BC66,22,M
3218.606628409504,67689.0,0.9021104060940388,0.5417878162171806,0.15804082455131738,Prawda,02F6BC66,22,M
3234.0910938628044,67957.0,9.746344187970035,0.6654135896686466,0.4455156519495206,Prawda,02F6BC66,22,M
3261.084230318255,68425.0,0.7243906910384987,0.48123872073820806,0.15552421734395264,Prawda,02F6BC66,22,M
3267.029648016504,68632.0,0.6537042880991608,0.33430772347200904,0.15102384394716253,Prawda,02F6BC66,22,M
3276.7165197007544,69171.0,5.118278935359678,0.5930926442377604,0.1828662119944953,Prawda,02F6BC66,22,M
3304.972306352398,69524.0,0.867866439811976,0.4902937399889812,0.22221699060482905,Prawda,02F6BC66,22,M
3328.728714819522,69990.0,1.242018280463046,0.4690441423491302,0.13987609755974578,Prawda,02F6BC66,22,M
3339.687497690526,70165.0,0.980035810755899,0.4304255266938922,0.15888242279274487,Prawda,02F6BC66,22,M
3364.504864792197,70694.0,2.84438006640514,0.6000159258558797,0.19692676827239503,Prawda,02F6BC66,22,M
3370.0673665101017,71092.0,8.767311893972623,1.3877570035429234,0.19208954605206174,Prawda,02F6BC66,22,M
3406.539763103486,71568.0,1.9897050086012342,0.651089237777754,0.15143742485945003,Prawda,02F6BC66,22,M
3406.1987130043235,71735.0,0.7348790111949606,0.3892632728453081,0.1047124417824485,Prawda,02F6BC66,22,M
3440.042625366537,72225.0,0.8446777555702003,0.5190976385091821,0.15598775078142796,Prawda,02F6BC66,22,M
3443.168290040666,72391.0,1.6289255691933093,0.2940166816715413,0.11163587540382124,Prawda,02F6BC66,22,M
3462.1723656848653,72872.0,2.5659644721036368,0.3996577712810676,0.11529887486562382,Prawda,02F6BC66,22,M
3485.0066860832453,73235.0,1.0305168689303135,0.38671000908320485,0.24391274413169212,Prawda,02F6BC66,22,M
3517.1566713688712,73751.0,1.2001397151102404,0.37529584670633803,0.12284418550207467,Prawda,02F6BC66,22,M
3523.3198844331528,73963.0,0.5467173032391373,0.3814303424257277,0.10707282255199099,Prawda,02F6BC66,22,M
3539.1987490364636,74463.0,1.719206311443155,0.4942724731807798,0.11483261985900256,Prawda,02F6BC66,22,M
54.20181755372297,266.0,1.227020523686779,0.460747262549444,0.17210413215493484,Kłamstwo,02F6BC66,22,M
34.13227893364318,591.0,0.6993675362919217,0.3020462147540007,0.13440631589382446,Kłamstwo,02F6BC66,22,M
52.52449467652178,1083.0,0.43339513990171713,0.26472864931827456,0.10451108037686385,Kłamstwo,02F6BC66,22,M
59.535930551855174,1265.0,0.7277530134244503,0.2723947960694298,0.11109834486287559,Kłamstwo,02F6BC66,22,M
78.61577728506455,1745.0,0.5486762157610631,0.41221185715311215,0.10398960932256897,Kłamstwo,02F6BC66,22,M
81.31642225583947,1927.0,0.7118294026475745,0.1944688253708929,0.18083178511495188,Kłamstwo,02F6BC66,22,M
106.17035075144847,2477.0,0.5320000668456484,0.22212264970692774,0.13411549305281706,Kłamstwo,02F6BC66,22,M
124.91659468143486,2837.0,6.457459306623283,0.5419168626196379,0.12634638582685703,Kłamstwo,02F6BC66,22,M
152.22797182340042,3340.0,0.4185634093401406,0.5695527264050115,0.10295956742130537,Kłamstwo,02F6BC66,22,M
143.73851846180418,3555.0,8.727264902461837,0.5206719400141585,0.1342874874809148,Kłamstwo,02F6BC66,22,M
188.19829649215063,4051.0,0.5734600200986172,0.5049808044025013,0.124322626764336,Kłamstwo,02F6BC66,22,M
200.1294590780753,4268.0,4.368287809384984,0.5321442111505859,0.10839255292758827,Kłamstwo,02F6BC66,22,M
236.08098110132116,4775.0,2.6266381485439605,0.6463799566178187,0.16091091339395186,Kłamstwo,02F6BC66,22,M
241.30257340512065,5071.0,1.3817575314926,0.6304395535471449,0.24922014144632543,Kłamstwo,02F6BC66,22,M
269.05966735843225,5576.0,1.2267027842312197,0.5040367230148741,0.1683026745875429,Kłamstwo,02F6BC66,22,M
279.6034456565307,5921.0,0.7500432390888887,0.32030859647083,0.14431669833416594,Kłamstwo,02F6BC66,22,M
313.35505612147585,6448.0,1.359763809801931,0.2599375292188627,0.10352410271541901,Kłamstwo,02F6BC66,22,M
321.9094264752297,6716.0,0.7315898783281976,0.6421895074157022,0.1558134916934901,Kłamstwo,02F6BC66,22,M
335.5336988298856,7195.0,4.414998352112219,1.2594569634743475,0.09462792681543322,Kłamstwo,02F6BC66,22,M
356.6020057652118,7439.0,0.4513878973203085,0.5147837496455259,0.14160226321123096,Kłamstwo,02F6BC66,22,M
378.99512411469584,7887.0,0.623897991671224,0.15311743064691585,0.11477230057981107,Kłamstwo,02F6BC66,22,M
384.8975145493357,8278.0,0.5813800226572124,0.22887532532054558,0.10759190341110725,Kłamstwo,02F6BC66,22,M
414.9071103148865,8814.0,0.4695797255751057,0.30995476504472164,0.12362584093636331,Kłamstwo,02F6BC66,22,M
430.3824254822844,9087.0,0.3837859172648349,0.3314249803617504,0.11299334093725771,Kłamstwo,02F6BC66,22,M
449.1548366837785,9558.0,1.6392947141606142,0.4453860323283617,0.16595653485149814,Kłamstwo,02F6BC66,22,M
466.4237599817155,9902.0,0.7127759864430692,0.17057115677244794,0.10977127197111664,Kłamstwo,02F6BC66,22,M
485.4781566155052,10363.0,0.3939102499669855,0.16421869825324387,0.10116026961764885,Kłamstwo,02F6BC66,22,M
502.4330412962719,10562.0,0.7739147148921037,0.20069738321351585,0.11869334955083935,Kłamstwo,02F6BC66,22,M
523.6648498509692,11049.0,0.4498030520773705,0.34531283368118093,0.16682362208922086,Kłamstwo,02F6BC66,22,M
522.0070851626042,11392.0,11.394036669615003,1.273761101902388,0.10757848432658228,Kłamstwo,02F6BC66,22,M
