amplituda_p300,warunek,uuid,wiek,plec
1921.4830262257194,Prawda,02F6BC66,22,M
1932.7550251511693,Prawda,02F6BC66,22,M
1950.8314596754187,Prawda,02F6BC66,22,M
1965.1575943131186,Prawda,02F6BC66,22,M
1996.8957333198568,Prawda,02F6BC66,22,M
1997.448521067893,Prawda,02F6BC66,22,M
2033.3702544619448,Prawda,02F6BC66,22,M
2032.9062455768544,Prawda,02F6BC66,22,M
2064.720479452322,Prawda,02F6BC66,22,M
2073.931132450202,Prawda,02F6BC66,22,M
2088.701321159898,Prawda,02F6BC66,22,M
2105.151146975444,Prawda,02F6BC66,22,M
2100.580422504746,Prawda,02F6BC66,22,M
2138.013668826718,Prawda,02F6BC66,22,M
2150.5029678726164,Prawda,02F6BC66,22,M
2168.6055044741956,Prawda,02F6BC66,22,M
2190.946296828213,Prawda,02F6BC66,22,M
2199.5914056755096,Prawda,02F6BC66,22,M
2226.195561353016,Prawda,02F6BC66,22,M
2222.1718211661655,Prawda,02F6BC66,22,M
2260.247856211562,Prawda,02F6BC66,22,M
2253.751555235213,Prawda,02F6BC66,22,M
2288.928197763759,Prawda,02F6BC66,22,M
2296.017577656258,Prawda,02F6BC66,22,M
2320.605750545777,Prawda,02F6BC66,22,M
2309.802986591866,Prawda,02F6BC66,22,M
2351.2324120265,Prawda,02F6BC66,22,M
2361.5721680649317,Prawda,02F6BC66,22,M
2374.3892036464404,Prawda,02F6BC66,22,M
2374.317534611952,Prawda,02F6BC66,22,M
2413.295069711506,Prawda,02F6BC66,22,M
2432.095274519642,Prawda,02F6BC66,22,M
2454.91012953345,Prawda,02F6BC66,22,M
2462.0543752752747,Prawda,02F6BC66,22,M
2487.246466889702,Prawda,02F6BC66,22,M
2479.382924824109,Prawda,02F6BC66,22,M
2528.5392771303245,Prawda,02F6BC66,22,M
2511.97660712023,Prawda,02F6BC66,22,M
2552.3607005315284,Prawda,02F6BC66,22,M
2552.2738137153588,Prawda,02F6BC66,22,M
2579.299547239006,Prawda,02F6BC66,22,M
2603.558386592336,Prawda,02F6BC66,22,M
2620.3532013001545,Prawda,02F6BC66,22,M
2628.5777850053514,Prawda,02F6BC66,22,M
2650.828031476021,Prawda,02F6BC66,22,M
2665.342164150588,Prawda,02F6BC66,22,M
2687.475597269906,Prawda,02F6BC66,22,M
2680.6683874042997,Prawda,02F6BC66,22,M
2719.9348624416725,Prawda,02F6BC66,22,M
2732.5415195107757,Prawda,02F6BC66,22,M
2754.9363559447925,Prawda,02F6BC66,22,M
2756.5483140912306,Prawda,02F6BC66,22,M
2791.395480574476,Prawda,02F6BC66,22,M
2800.854587095412,Prawda,02F6BC66,22,M
2826.7414403617367,Prawda,02F6BC66,22,M
2821.977968715929,Prawda,02F6BC66,22,M
2856.2626688730675,Prawda,02F6BC66,22,M
2853.9103500320134,Prawda,02F6BC66,22,M
2880.7730231835158,Prawda,02F6BC66,22,M
2892.2415850738935,Prawda,02F6BC66,22,M
2913.777945940108,Prawda,02F6BC66,22,M
2918.467282086082,Prawda,02F6BC66,22,M
2954.8720178264857,Prawda,02F6BC66,22,M
2972.171275384951,Prawda,02F6BC66,22,M
2983.3192702369906,Prawda,02F6BC66,22,M
2987.27344115487,Prawda,02F6BC66,22,M
3018.656704906751,Prawda,02F6BC66,22,M
3026.7539878408606,Prawda,02F6BC66,22,M
3051.675292058401,Prawda,02F6BC66,22,M
3061.8162435507425,Prawda,02F6BC66,22,M
3094.8659216061433,Prawda,02F6BC66,22,M
3101.517247173671,Prawda,02F6BC66,22,M
3122.142269847476,Prawda,02F6BC66,22,M
3128.6756615224094,Prawda,02F6BC66,22,M
3158.3871769193306,Prawda,02F6BC66,22,M
3161.59808290393,Prawda,02F6BC66,22,M
3191.2690894244074,Prawda,02F6BC66,22,M
3195.844247756998,Prawda,02F6BC66,22,M
3218.606628409504,Prawda,02F6BC66,22,M
3234.0910938628044,Prawda,02F6BC66,22,M
3261.084230318255,Prawda,02F6BC66,22,M
3267.029648016504,Prawda,02F6BC66,22,M
3276.7165197007544,Prawda,02F6BC66,22,M
3304.972306352398,Prawda,02F6BC66,22,M
3328.728714819522,Prawda,02F6BC66,22,M
3339.687497690526,Prawda,02F6BC66,22,M
3364.504864792197,Prawda,02F6BC66,22,M
3370.0673665101017,Prawda,02F6BC66,22,M
3406.539763103486,Prawda,02F6BC66,22,M
3406.1987130043235,Prawda,02F6BC66,22,M
3440.042625366537,Prawda,02F6BC66,22,M
3443.168290040666,Prawda,02F6BC66,22,M
3462.1723656848653,Prawda,02F6BC66,22,M
3485.0066860832453,Prawda,02F6BC66,22,M
3517.1566713688712,Prawda,02F6BC66,22,M
3523.3198844331528,Prawda,02F6BC66,22,M
3539.1987490364636,Prawda,02F6BC66,22,M
54.20181755372297,Kłamstwo,02F6BC66,22,M
34.13227893364318,Kłamstwo,02F6BC66,22,M
52.52449467652178,Kłamstwo,02F6BC66,22,M
59.535930551855174,Kłamstwo,02F6BC66,22,M
78.61577728506455,Kłamstwo,02F6BC66,22,M
81.31642225583947,Kłamstwo,02F6BC66,22,M
106.17035075144847,Kłamstwo,02F6BC66,22,M
124.91659468143486,Kłamstwo,02F6BC66,22,M
152.22797182340042,Kłamstwo,02F6BC66,22,M
143.73851846180418,Kłamstwo,02F6BC66,22,M
188.19829649215063,Kłamstwo,02F6BC66,22,M
200.1294590780753,Kłamstwo,02F6BC66,22,M
236.08098110132116,Kłamstwo,02F6BC66,22,M
241.30257340512065,Kłamstwo,02F6BC66,22,M
269.05966735843225,Kłamstwo,02F6BC66,22,M
279.6034456565307,Kłamstwo,02F6BC66,22,M
313.35505612147585,Kłamstwo,02F6BC66,22,M
321.9094264752297,Kłamstwo,02F6BC66,22,M
335.5336988298856,Kłamstwo,02F6BC66,22,M
356.6020057652118,Kłamstwo,02F6BC66,22,M
378.99512411469584,Kłamstwo,02F6BC66,22,M
384.8975145493357,Kłamstwo,02F6BC66,22,M
414.9071103148865,Kłamstwo,02F6BC66,22,M
430.3824254822844,Kłamstwo,02F6BC66,22,M
449.1548366837785,Kłamstwo,02F6BC66,22,M
466.4237599817155,Kłamstwo,02F6BC66,22,M
485.4781566155052,Kłamstwo,02F6BC66,22,M
502.4330412962719,Kłamstwo,02F6BC66,22,M
523.6648498509692,Kłamstwo,02F6BC66,22,M
522.0070851626042,Kłamstwo,02F6BC66,22,M
560.7279681649032,Kłamstwo,02F6BC66,22,M
552.1174497946822,Kłamstwo,02F6BC66,22,M
594.0325750746084,Kłamstwo,02F6BC66,22,M
597.2708175966221,Kłamstwo,02F6BC66,22,M
630.5555202271028,Kłamstwo,02F6BC66,22,M
626.9556985963678,Kłamstwo,02F6BC66,22,M
667.3277024341518,Kłamstwo,02F6BC66,22,M
686.8303831787774,Kłamstwo,02F6BC66,22,M
703.988137676746,Kłamstwo,02F6BC66,22,M
718.462580966284,Kłamstwo,02F6BC66,22,M
732.5463740706538,Kłamstwo,02F6BC66,22,M
754.2273033645855,Kłamstwo,02F6BC66,22,M
767.5480413070543,Kłamstwo,02F6BC66,22,M
793.6753859510992,Kłamstwo,02F6BC66,22,M
814.3560285498577,Kłamstwo,02F6BC66,22,M
812.5416036610582,Kłamstwo,02F6BC66,22,M
841.0891570643148,Kłamstwo,02F6BC66,22,M
867.937001473341,Kłamstwo,02F6BC66,22,M
882.4404967100364,Kłamstwo,02F6BC66,22,M
888.0101854303343,Kłamstwo,02F6BC66,22,M
908.2438417852871,Kłamstwo,02F6BC66,22,M
943.264205239143,Kłamstwo,02F6BC66,22,M
970.3722661336261,Kłamstwo,02F6BC66,22,M
961.014347825836,Kłamstwo,02F6BC66,22,M
980.634261786965,Kłamstwo,02F6BC66,22,M
1012.0923127759338,Kłamstwo,02F6BC66,22,M
1032.3430357724349,Kłamstwo,02F6BC66,22,M
1023.64160658426,Kłamstwo,02F6BC66,22,M
1060.1122483833678,Kłamstwo,02F6BC66,22,M
1093.5389776719708,Kłamstwo,02F6BC66,22,M
1112.6575964583274,Kłamstwo,02F6BC66,22,M
1120.611117784205,Kłamstwo,02F6BC66,22,M
1148.0197868567882,Kłamstwo,02F6BC66,22,M
1156.1156297312812,Kłamstwo,02F6BC66,22,M
1186.35779155371,Kłamstwo,02F6BC66,22,M
1198.05258479601,Kłamstwo,02F6BC66,22,M
1230.7912969541285,Kłamstwo,02F6BC66,22,M
1232.4006406810545,Kłamstwo,02F6BC66,22,M
1271.7930147627185,Kłamstwo,02F6BC66,22,M
1253.3905985603144,Kłamstwo,02F6BC66,22,M
1279.714584317079,Kłamstwo,02F6BC66,22,M
1277.0781032371137,Kłamstwo,02F6BC66,22,M
1327.8693579140593,Kłamstwo,02F6BC66,22,M
1323.3282520359564,Kłamstwo,02F6BC66,22,M
1355.0571865627687,Kłamstwo,02F6BC66,22,M
1364.8661982449303,Kłamstwo,02F6BC66,22,M
1399.062152225886,Kłamstwo,02F6BC66,22,M
1382.3144157030486,Kłamstwo,02F6BC66,22,M
1429.2020830768809,Kłamstwo,02F6BC66,22,M
1444.4132227799146,Kłamstwo,02F6BC66,22,M
1464.007725829127,Kłamstwo,02F6BC66,22,M
1491.2586560762277,Kłamstwo,02F6BC66,22,M
1509.9237235789753,Kłamstwo,02F6BC66,22,M
1525.498114430999,Kłamstwo,02F6BC66,22,M
1541.2100221355029,Kłamstwo,02F6BC66,22,M
1535.7236823591368,Kłamstwo,02F6BC66,22,M
1577.7936517432854,Kłamstwo,02F6BC66,22,M
1575.7961852409724,Kłamstwo,02F6BC66,22,M
1604.7633190343427,Kłamstwo,02F6BC66,22,M
1624.8259782426585,Kłamstwo,02F6BC66,22,M
1653.4900423562522,Kłamstwo,02F6BC66,22,M
1661.6584271991997,Kłamstwo,02F6BC66,22,M
1690.3080722406619,Kłamstwo,02F6BC66,22,M
1699.1960946811193,Kłamstwo,02F6BC66,22,M
1718.9354637659258,Kłamstwo,02F6BC66,22,M
1738.354208338411,Kłamstwo,02F6BC66,22,M
1769.7160922935652,Kłamstwo,02F6BC66,22,M
1769.0211253608657,Kłamstwo,02F6BC66,22,M
1798.6907791604342,Kłamstwo,02F6BC66,22,M
1821.0771593250772,Kłamstwo,02F6BC66,22,M
1839.767096768091,Kłamstwo,02F6BC66,22,M
1841.5203091575122,Kłamstwo,02F6BC66,22,M
1869.1099256961677,Kłamstwo,02F6BC66,22,M
1878.5716588317564,Kłamstwo,02F6BC66,22,M
1932.498203288323,Kłamstwo,02F6BC66,22,M
1918.9137613423823,Kłamstwo,02F6BC66,22,M
1947.774025711106,Kłamstwo,02F6BC66,22,M
1955.00045929527,Kłamstwo,02F6BC66,22,M
1917.6437099270192,Kłamstwo,02F6BC66,22,M
2012.336547380617,Kłamstwo,02F6BC66,22,M
2016.9172208888715,Kłamstwo,02F6BC66,22,M
2016.7761714052733,Kłamstwo,02F6BC66,22,M
2041.9741833443954,Kłamstwo,02F6BC66,22,M
2049.534853349176,Kłamstwo,02F6BC66,22,M
2074.943059756566,Kłamstwo,02F6BC66,22,M
2084.054206111166,Kłamstwo,02F6BC66,22,M
2107.442035308854,Kłamstwo,02F6BC66,22,M
2124.9811624684676,Kłamstwo,02F6BC66,22,M
2148.321537515534,Kłamstwo,02F6BC66,22,M
2141.456508830937,Kłamstwo,02F6BC66,22,M
2178.2631593746196,Kłamstwo,02F6BC66,22,M
2185.343516600957,Kłamstwo,02F6BC66,22,M
2211.9905572859793,Kłamstwo,02F6BC66,22,M
2223.4206951983306,Kłamstwo,02F6BC66,22,M
2231.9237177416426,Kłamstwo,02F6BC66,22,M
2256.223545813032,Kłamstwo,02F6BC66,22,M
2268.976713957678,Kłamstwo,02F6BC66,22,M
2291.887557453361,Kłamstwo,02F6BC66,22,M
2308.4343025836874,Kłamstwo,02F6BC66,22,M
2318.5849348362995,Kłamstwo,02F6BC66,22,M
2334.2568546414764,Kłamstwo,02F6BC66,22,M
2341.252195530413,Kłamstwo,02F6BC66,22,M
2370.9679325193824,Kłamstwo,02F6BC66,22,M
2387.3750048173006,Kłamstwo,02F6BC66,22,M
2409.8465204050576,Kłamstwo,02F6BC66,22,M
2407.820355851933,Kłamstwo,02F6BC66,22,M
2432.8315041949963,Kłamstwo,02F6BC66,22,M
2447.2381065942495,Kłamstwo,02F6BC66,22,M
2464.11264547054,Kłamstwo,02F6BC66,22,M
2474.452473432472,Kłamstwo,02F6BC66,22,M
2504.459404000839,Kłamstwo,02F6BC66,22,M
2511.1126854553836,Kłamstwo,02F6BC66,22,M
2544.8424005442976,Kłamstwo,02F6BC66,22,M
2530.14788839427,Kłamstwo,02F6BC66,22,M
2561.5510820591553,Kłamstwo,02F6BC66,22,M
2568.9887624295707,Kłamstwo,02F6BC66,22,M
2598.8982882085757,Kłamstwo,02F6BC66,22,M
2601.58908808503,Kłamstwo,02F6BC66,22,M
2631.912186165915,Kłamstwo,02F6BC66,22,M
2635.2867542261624,Kłamstwo,02F6BC66,22,M
2663.785744361347,Kłamstwo,02F6BC66,22,M
2670.3926898883456,Kłamstwo,02F6BC66,22,M
2700.5935153821465,Kłamstwo,02F6BC66,22,M
2704.2663037561533,Kłamstwo,02F6BC66,22,M
2734.7682319777473,Kłamstwo,02F6BC66,22,M
2763.2734563575086,Kłamstwo,02F6BC66,22,M
2786.262990564133,Kłamstwo,02F6BC66,22,M
2795.1310643278953,Kłamstwo,02F6BC66,22,M
2826.0605511561457,Kłamstwo,02F6BC66,22,M
2836.17098745951,Kłamstwo,02F6BC66,22,M
2865.063120038931,Kłamstwo,02F6BC66,22,M
2881.531488249793,Kłamstwo,02F6BC66,22,M
2902.0891184402763,Kłamstwo,02F6BC66,22,M
2927.590632338447,Kłamstwo,02F6BC66,22,M
2956.8463352409944,Kłamstwo,02F6BC66,22,M
2938.6052224499113,Kłamstwo,02F6BC66,22,M
2945.6484972255585,Kłamstwo,02F6BC66,22,M
2988.2361958394054,Kłamstwo,02F6BC66,22,M
3003.0548351137113,Kłamstwo,02F6BC66,22,M
3023.8490056394485,Kłamstwo,02F6BC66,22,M
3051.919184704742,Kłamstwo,02F6BC66,22,M
3071.885939651491,Kłamstwo,02F6BC66,22,M
3097.3643981265095,Kłamstwo,02F6BC66,22,M
3087.1951471297734,Kłamstwo,02F6BC66,22,M
3127.403732718129,Kłamstwo,02F6BC66,22,M
3138.1363956856057,Kłamstwo,02F6BC66,22,M
3164.8323111407776,Kłamstwo,02F6BC66,22,M
3178.0203638450034,Kłamstwo,02F6BC66,22,M
3214.1768386107956,Kłamstwo,02F6BC66,22,M
3210.208801879074,Kłamstwo,02F6BC66,22,M
3233.400740022381,Kłamstwo,02F6BC66,22,M
3233.4330728648088,Kłamstwo,02F6BC66,22,M
3268.881609763159,Kłamstwo,02F6BC66,22,M
3273.81222451859,Kłamstwo,02F6BC66,22,M
3307.1614188537337,Kłamstwo,02F6BC66,22,M
3318.787536061006,Kłamstwo,02F6BC66,22,M
3341.311194872447,Kłamstwo,02F6BC66,22,M
3333.020645955475,Kłamstwo,02F6BC66,22,M
3364.850998475312,Kłamstwo,02F6BC66,22,M
3372.6676193496223,Kłamstwo,02F6BC66,22,M
3396.2335561395466,Kłamstwo,02F6BC66,22,M
3404.2576334944765,Kłamstwo,02F6BC66,22,M
3426.9336531519757,Kłamstwo,02F6BC66,22,M
3440.904399227765,Kłamstwo,02F6BC66,22,M
3468.8810353191434,Kłamstwo,02F6BC66,22,M
3490.452390879545,Kłamstwo,02F6BC66,22,M
3503.1782676384346,Kłamstwo,02F6BC66,22,M
3513.7757884892635,Kłamstwo,02F6BC66,22,M
3544.9303177356132,Kłamstwo,02F6BC66,22,M
3553.4778712126426,Kłamstwo,02F6BC66,22,M
3580.0458515703076,Kłamstwo,02F6BC66,22,M
3591.087418870596,Kłamstwo,02F6BC66,22,M
3625.8236229196905,Kłamstwo,02F6BC66,22,M
3619.912677447711,Kłamstwo,02F6BC66,22,M
3657.312105276707,Kłamstwo,02F6BC66,22,M
3655.1405575196472,Kłamstwo,02F6BC66,22,M
3677.0840011784535,Kłamstwo,02F6BC66,22,M
3673.38273329349,Kłamstwo,02F6BC66,22,M
3712.795685647162,Kłamstwo,02F6BC66,22,M
3724.18138781232,Kłamstwo,02F6BC66,22,M
3751.467685572108,Kłamstwo,02F6BC66,22,M
3749.232413841551,Kłamstwo,02F6BC66,22,M
3779.556986570147,Kłamstwo,02F6BC66,22,M
3783.1812034854993,Kłamstwo,02F6BC66,22,M
3809.6767459792345,Kłamstwo,02F6BC66,22,M
3815.2783048661036,Kłamstwo,02F6BC66,22,M
3853.4982017908774,Kłamstwo,02F6BC66,22,M
3847.367134980567,Kłamstwo,02F6BC66,22,M
3877.113609513536,Kłamstwo,02F6BC66,22,M
3881.6002222828884,Kłamstwo,02F6BC66,22,M
3894.364002608262,Kłamstwo,02F6BC66,22,M
10.669648211472957,Prawda,1299BF1A,23,K
18.503784783597098,Prawda,1299BF1A,23,K
40.966650295373455,Prawda,1299BF1A,23,K
57.62090927629679,Prawda,1299BF1A,23,K
74.01079422256382,Prawda,1299BF1A,23,K
80.96217769931062,Prawda,1299BF1A,23,K
106.33433436869508,Prawda,1299BF1A,23,K
113.18566371927565,Prawda,1299BF1A,23,K
133.28124693662923,Prawda,1299BF1A,23,K
141.79184236686464,Prawda,1299BF1A,23,K
164.48480735823875,Prawda,1299BF1A,23,K
175.08116053608254,Prawda,1299BF1A,23,K
200.22358426803393,Prawda,1299BF1A,23,K
206.44235395262766,Prawda,1299BF1A,23,K
231.6393604449476,Prawda,1299BF1A,23,K
242.17674047427008,Prawda,1299BF1A,23,K
264.48321940553336,Prawda,1299BF1A,23,K
269.8905932028682,Prawda,1299BF1A,23,K
295.11100635370144,Prawda,1299BF1A,23,K
296.863824394689,Prawda,1299BF1A,23,K
322.437555025055,Prawda,1299BF1A,23,K
338.98142162588175,Prawda,1299BF1A,23,K
355.33912000397703,Prawda,1299BF1A,23,K
368.41211482026966,Prawda,1299BF1A,23,K
394.35453151768525,Prawda,1299BF1A,23,K
393.23703434684774,Prawda,1299BF1A,23,K
422.6772479513708,Prawda,1299BF1A,23,K
426.95827078046483,Prawda,1299BF1A,23,K
452.29434819416787,Prawda,1299BF1A,23,K
458.911118032665,Prawda,1299BF1A,23,K
487.5636948744044,Prawda,1299BF1A,23,K
492.159823727071,Prawda,1299BF1A,23,K
517.8829462424038,Prawda,1299BF1A,23,K
520.9052532011259,Prawda,1299BF1A,23,K
545.524462352354,Prawda,1299BF1A,23,K
551.4099447431988,Prawda,1299BF1A,23,K
571.7072336564482,Prawda,1299BF1A,23,K
583.4214346851551,Prawda,1299BF1A,23,K
610.3627356666573,Prawda,1299BF1A,23,K
614.4449841968881,Prawda,1299BF1A,23,K
643.0998174240289,Prawda,1299BF1A,23,K
652.0740306773212,Prawda,1299BF1A,23,K
670.5736981082732,Prawda,1299BF1A,23,K
683.9923868492896,Prawda,1299BF1A,23,K
700.3224264975918,Prawda,1299BF1A,23,K
713.0714719288591,Prawda,1299BF1A,23,K
735.865616093371,Prawda,1299BF1A,23,K
743.4205063448109,Prawda,1299BF1A,23,K
763.322126091215,Prawda,1299BF1A,23,K
766.3363530556005,Prawda,1299BF1A,23,K
797.0798456610439,Prawda,1299BF1A,23,K
803.7378291115231,Prawda,1299BF1A,23,K
829.2540351531784,Prawda,1299BF1A,23,K
831.5223080982383,Prawda,1299BF1A,23,K
862.0068756444596,Prawda,1299BF1A,23,K
865.5966136662357,Prawda,1299BF1A,23,K
898.7916085820482,Prawda,1299BF1A,23,K
901.521769747021,Prawda,1299BF1A,23,K
924.0010731771987,Prawda,1299BF1A,23,K
932.501979891679,Prawda,1299BF1A,23,K
952.9309022711293,Prawda,1299BF1A,23,K
962.6131464928451,Prawda,1299BF1A,23,K
984.2607430565289,Prawda,1299BF1A,23,K
991.7945776952655,Prawda,1299BF1A,23,K
1010.9857686692698,Prawda,1299BF1A,23,K
1024.767723192029,Prawda,1299BF1A,23,K
1047.687219330731,Prawda,1299BF1A,23,K
1052.7557589255075,Prawda,1299BF1A,23,K
1080.897977322375,Prawda,1299BF1A,23,K
1088.7315560208833,Prawda,1299BF1A,23,K
1105.141797889612,Prawda,1299BF1A,23,K
1116.5267000685792,Prawda,1299BF1A,23,K
1142.6881261304804,Prawda,1299BF1A,23,K
1147.5342895852903,Prawda,1299BF1A,23,K
1175.4780440917236,Prawda,1299BF1A,23,K
1183.414877382137,Prawda,1299BF1A,23,K
1204.0787019087204,Prawda,1299BF1A,23,K
1213.6189685853553,Prawda,1299BF1A,23,K
1237.7610510793859,Prawda,1299BF1A,23,K
1241.156554545562,Prawda,1299BF1A,23,K
1266.044042671867,Prawda,1299BF1A,23,K
1274.6096409675106,Prawda,1299BF1A,23,K
1296.0394665610575,Prawda,1299BF1A,23,K
1306.5964838567525,Prawda,1299BF1A,23,K
1329.6125089156665,Prawda,1299BF1A,23,K
1341.2309417237416,Prawda,1299BF1A,23,K
1358.3457002834484,Prawda,1299BF1A,23,K
1371.2975028799715,Prawda,1299BF1A,23,K
1388.3880127936095,Prawda,1299BF1A,23,K
1399.969561703623,Prawda,1299BF1A,23,K
1427.1143313907667,Prawda,1299BF1A,23,K
1432.2450118221268,Prawda,1299BF1A,23,K
1461.9951178760969,Prawda,1299BF1A,23,K
1462.1394948782427,Prawda,1299BF1A,23,K
1497.1330540300107,Prawda,1299BF1A,23,K
1487.642677066692,Prawda,1299BF1A,23,K
1521.4247801761348,Prawda,1299BF1A,23,K
1527.3575588134888,Prawda,1299BF1A,23,K
1552.6884476743487,Prawda,1299BF1A,23,K
1558.1705453061445,Prawda,1299BF1A,23,K
1589.6185414348665,Prawda,1299BF1A,23,K
1589.171130088337,Prawda,1299BF1A,23,K
1613.681347988983,Prawda,1299BF1A,23,K
1618.4049843842772,Prawda,1299BF1A,23,K
1648.4109516769495,Prawda,1299BF1A,23,K
1645.748931627319,Prawda,1299BF1A,23,K
1677.2585295749916,Prawda,1299BF1A,23,K
1680.3895710250742,Prawda,1299BF1A,23,K
